列1,列2,列3,列4,列5,列6,列7
山手線,各駅停車,1508,渋谷・品川方面,14,0,0
山手線,各駅停車,1508,池袋・上野方面,15,0,0
中央線(快速),快速,1509,八王子,0,0,0
中央線(快速),快速,1510,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1512,立川,0,0,0
山手線,各駅停車,1512,渋谷・品川方面,14,0,0
山手線,各駅停車,1512,池袋・上野方面,15,0,0
中央線(快速),中央特快,1514,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1515,高尾,0,0,0
山手線,各駅停車,1516,渋谷・品川方面,14,0,0
山手線,各駅停車,1516,池袋・上野方面,15,0,0
中央線(快速),快速,1517,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1521,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),中央特快,1521,高尾,0,0,0
山手線,各駅停車,1521,渋谷・品川方面,14,0,0
山手線,各駅停車,1521,池袋・上野方面,15,0,0
中央線(快速),快速,1524,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1524,青梅,0,0,0
山手線,各駅停車,1525,渋谷・品川方面,14,0,0
山手線,各駅停車,1525,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,快速,1525,新木場,1,0,0
中央線(快速),中央特快,1528,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1529,渋谷・品川方面,14,0,0
山手線,各駅停車,1529,池袋・上野方面,15,0,0
中央本線(特急),特急,1530,甲府,0,0,0
中央線(快速),快速,1531,立川,0,0,0
山手線,各駅停車,1533,渋谷・品川方面,14,0,0
山手線,各駅停車,1533,池袋・上野方面,15,0,0
中央線(快速),快速,1535,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),中央特快,1537,高尾,0,0,0
山手線,各駅停車,1537,渋谷・品川方面,14,0,0
山手線,各駅停車,1537,池袋・上野方面,15,0,0
中央線(快速),快速,1539,高尾,0,0,0
中央線(快速),快速,1540,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1541,渋谷・品川方面,14,0,0
山手線,各駅停車,1541,池袋・上野方面,15,0,0
中央線(快速),中央特快,1544,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),中央特快,1545,高尾,0,0,0
山手線,各駅停車,1546,渋谷・品川方面,14,0,0
山手線,各駅停車,1546,池袋・上野方面,15,0,0
中央線(快速),快速,1547,青梅,0,0,0
中央線(快速),快速,1548,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1550,渋谷・品川方面,14,0,0
山手線,各駅停車,1550,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,快速,1550,新木場,1,0,0
中央線(快速),青梅特快,1551,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),中央特快,1552,高尾,0,0,0
中央線(快速),快速,1555,豊田,0,0,0
山手線,各駅停車,1555,渋谷・品川方面,14,0,0
山手線,各駅停車,1555,池袋・上野方面,15,0,0
中央線(快速),快速,1556,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1559,渋谷・品川方面,14,0,0
山手線,各駅停車,1559,池袋・上野方面,15,0,0
中央本線(特急),特急,1600,松本,0,始発,0
中央線(快速),中央特快,1601,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1602,高尾,0,0,0
山手線,各駅停車,1602,渋谷・品川方面,14,0,0
山手線,各駅停車,1602,池袋・上野方面,15,0,0
中央線(快速),快速,1605,東京,7,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1605,渋谷・品川方面,14,0,0
山手線,各駅停車,1605,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,快速,1605,新木場,1,0,0
中央線(快速),中央特快,1607,高尾,0,0,0
山手線,各駅停車,1608,渋谷・品川方面,14,0,0
山手線,各駅停車,1608,池袋・上野方面,15,0,0
中央線(快速),快速,1609,高尾,0,0,0
中央線(快速),快速,1611,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1611,渋谷・品川方面,14,0,0
山手線,各駅停車,1611,池袋・上野方面,15,0,0
中央線(快速),快速,1612,立川,0,0,0
山手線,各駅停車,1614,渋谷・品川方面,14,0,0
山手線,各駅停車,1614,池袋・上野方面,15,0,0
中央線(快速),中央特快,1615,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1617,渋谷・品川方面,14,0,0
山手線,各駅停車,1617,池袋・上野方面,15,0,0
中央線(快速),中央特快,1618,高尾,0,0,0
中央線(快速),快速,1619,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1620,高尾,0,0,0
中央線(快速),快速,1621,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1621,渋谷・品川方面,14,0,0
山手線,各駅停車,1621,池袋・上野方面,15,0,0
中央線(快速),中央特快,1624,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1624,渋谷・品川方面,14,0,0
山手線,各駅停車,1624,池袋・上野方面,15,0,0
中央線(快速),快速,1625,豊田,0,0,0
埼京線・東京臨海高速鉄道りんかい線直通,快速,1625,新木場,1,0,0
山手線,各駅停車,1627,渋谷・品川方面,14,0,0
山手線,各駅停車,1627,池袋・上野方面,15,0,0
中央線(快速),快速,1630,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央本線(特急),特急,1630,甲府,0,0,0
山手線,各駅停車,1630,渋谷・品川方面,14,0,0
山手線,各駅停車,1630,池袋・上野方面,15,0,0
中央線(快速),快速,1631,青梅,0,0,0
中央線(快速),快速,1633,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1634,渋谷・品川方面,14,0,0
山手線,各駅停車,1634,池袋・上野方面,15,0,0
中央線(快速),快速,1636,高尾,0,0,0
山手線,各駅停車,1637,渋谷・品川方面,14,0,0
山手線,各駅停車,1637,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1637,新木場,1,0,0
中央線(快速),快速,1639,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),中央特快,1641,高尾,0,0,0
山手線,各駅停車,1641,渋谷・品川方面,14,0,0
山手線,各駅停車,1641,池袋・上野方面,15,0,0
中央線(快速),快速,1644,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1644,高尾,0,0,0
山手線,各駅停車,1644,渋谷・品川方面,14,0,0
山手線,各駅停車,1644,池袋・上野方面,15,0,0
中央線(快速),快速,1647,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1647,青梅,0,0,0
山手線,各駅停車,1647,渋谷・品川方面,14,0,0
山手線,各駅停車,1647,池袋・上野方面,15,0,0
中央線(快速),快速,1649,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1649,八王子,0,0,0
中央線(快速),快速,1651,立川,0,0,0
山手線,各駅停車,1651,渋谷・品川方面,14,0,0
山手線,各駅停車,1651,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1651,新木場,1,0,0
中央線(快速),中央特快,1652,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1654,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1654,渋谷・品川方面,14,0,0
山手線,各駅停車,1654,池袋・上野方面,15,0,0
中央線(快速),快速,1655,大月,0,0,0
中央線(快速),快速,1657,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1657,渋谷・品川方面,14,0,0
山手線,各駅停車,1657,池袋・上野方面,15,0,0
中央線(快速),快速,1700,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央本線(特急),特急,1700,松本,0,0,0
山手線,各駅停車,1700,渋谷・品川方面,14,0,0
山手線,各駅停車,1700,池袋・上野方面,15,0,0
中央線(快速),快速,1702,高尾,0,0,0
埼京線・東京臨海高速鉄道りんかい線直通,快速,1702,新木場,1,0,0
山手線,各駅停車,1704,渋谷・品川方面,14,0,0
山手線,各駅停車,1704,池袋・上野方面,15,0,0
中央線(快速),快速,1705,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1706,高尾,0,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1706,新木場,1,0,0
山手線,各駅停車,1707,渋谷・品川方面,14,0,0
山手線,各駅停車,1707,池袋・上野方面,15,0,0
中央線(快速),快速,1709,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1710,青梅,0,0,0
山手線,各駅停車,1710,渋谷・品川方面,14,0,0
山手線,各駅停車,1710,池袋・上野方面,15,0,0
中央線(快速),快速,1711,東京,8,0,四ツ谷/御茶ノ水/神田/東京
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1712,新木場,1,0,0
中央線(快速),快速,1713,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1713,渋谷・品川方面,14,0,0
山手線,各駅停車,1713,池袋・上野方面,15,0,0
中央線(快速),快速,1714,立川,0,0,0
中央線(快速),快速,1715,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1716,八王子,0,0,0
山手線,各駅停車,1716,渋谷・品川方面,14,0,0
山手線,各駅停車,1716,池袋・上野方面,15,0,0
中央線(快速),快速,1718,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1719,高尾,0,0,0
山手線,各駅停車,1720,渋谷・品川方面,14,0,0
山手線,各駅停車,1720,池袋・上野方面,15,0,0
中央線(快速),中央特快,1721,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),通勤快速,1722,高尾,0,0,0
山手線,各駅停車,1723,渋谷・品川方面,14,0,0
山手線,各駅停車,1723,池袋・上野方面,15,0,0
中央線(快速),快速,1724,東京,8,0,四ツ谷/御茶ノ水/神田/東京
埼京線・東京臨海高速鉄道りんかい線直通,快速,1724,新木場,1,0,0
中央線(快速),快速,1725,高尾,0,0,0
山手線,各駅停車,1726,渋谷・品川方面,14,0,0
山手線,各駅停車,1726,池袋・上野方面,15,0,0
中央線(快速),快速,1727,豊田,0,0,0
中央線(快速),快速,1728,東京,8,0,四ツ谷/御茶ノ水/神田/東京
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1729,新木場,1,0,0
中央線(快速),快速,1730,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央本線(特急),特急,1730,松本,0,始発,0
中央線(快速),快速,1732,武蔵小金井,0,0,0
山手線,各駅停車,1732,渋谷・品川方面,14,0,0
山手線,各駅停車,1732,池袋・上野方面,15,0,0
中央線(快速),快速,1733,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1736,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),通勤快速,1736,青梅,0,0,0
山手線,各駅停車,1736,渋谷・品川方面,14,0,0
山手線,各駅停車,1736,池袋・上野方面,15,0,0
中央線(快速),快速,1738,青梅,0,0,0
中央線(快速),快速,1739,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1739,渋谷・品川方面,14,0,0
山手線,各駅停車,1739,池袋・上野方面,15,0,0
中央線(快速),快速,1740,高尾,0,0,0
中央線(快速),快速,1741,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1742,渋谷・品川方面,14,0,0
山手線,各駅停車,1742,池袋・上野方面,15,0,0
中央線(快速),快速,1743,立川,0,0,0
山手線,各駅停車,1745,渋谷・品川方面,14,0,0
山手線,各駅停車,1745,池袋・上野方面,15,0,0
中央線(快速),中央特快,1746,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),通勤快速,1746,高尾,0,0,0
中央線(快速),快速,1748,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1749,武蔵小金井,0,0,0
山手線,各駅停車,1749,渋谷・品川方面,14,0,0
山手線,各駅停車,1749,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1749,新木場,1,0,0
中央線(快速),快速,1751,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1751,高尾,0,0,0
山手線,各駅停車,1752,渋谷・品川方面,14,0,0
山手線,各駅停車,1752,池袋・上野方面,15,0,0
中央線(快速),快速,1754,高尾,0,0,0
中央線(快速),快速,1755,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1755,渋谷・品川方面,14,0,0
山手線,各駅停車,1755,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1755,新木場,1,0,0
中央線(快速),快速,1757,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1758,青梅,0,0,0
山手線,各駅停車,1758,渋谷・品川方面,14,0,0
山手線,各駅停車,1758,池袋・上野方面,15,0,0
中央線(快速),快速,1800,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1802,大月,0,0,0
山手線,各駅停車,1802,渋谷・品川方面,14,0,0
山手線,各駅停車,1802,池袋・上野方面,15,0,0
中央線(快速),快速,1803,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1804,武蔵小金井,0,0,0
山手線,各駅停車,1805,渋谷・品川方面,14,0,0
山手線,各駅停車,1805,池袋・上野方面,15,0,0
中央線(快速),快速,1806,東京,8,0,四ツ谷/御茶ノ水/神田/東京
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1806,新木場,1,0,0
中央線(快速),通勤快速,1807,高尾,0,0,0
山手線,各駅停車,1808,渋谷・品川方面,14,0,0
山手線,各駅停車,1808,池袋・上野方面,15,0,0
中央線(快速),快速,1809,高尾,0,0,0
中央線(快速),快速,1810,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1811,武蔵小金井,0,0,0
中央線(快速),快速,1811,箱根ケ崎,0,0,0
山手線,各駅停車,1811,渋谷・品川方面,14,0,0
山手線,各駅停車,1811,池袋・上野方面,15,0,0
中央線(快速),快速,1812,東京,8,0,四ツ谷/御茶ノ水/神田/東京
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1814,新木場,1,0,0
中央本線(特急),ライナー,1815,青梅,0,0,0
山手線,各駅停車,1815,渋谷・品川方面,14,0,0
山手線,各駅停車,1815,池袋・上野方面,15,0,0
中央線(快速),快速,1816,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1817,豊田,0,0,0
山手線,各駅停車,1818,渋谷・品川方面,14,0,0
山手線,各駅停車,1818,池袋・上野方面,15,0,0
中央線(快速),中央特快,1819,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1820,高尾,0,0,0
山手線,各駅停車,1821,渋谷・品川方面,14,0,0
山手線,各駅停車,1821,池袋・上野方面,15,0,0
中央線(快速),快速,1822,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),通勤快速,1823,河口湖,0,0,0
中央線(快速),快速,1825,武蔵小金井,0,0,0
山手線,各駅停車,1825,渋谷・品川方面,14,0,0
山手線,各駅停車,1825,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1825,新木場,1,0,0
中央線(快速),快速,1826,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1827,青梅,0,0,0
山手線,各駅停車,1828,渋谷・品川方面,14,0,0
山手線,各駅停車,1828,池袋・上野方面,15,0,0
中央線(快速),快速,1830,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央本線(特急),特急,1830,竜王,0,始発,0
山手線,各駅停車,1831,渋谷・品川方面,14,0,0
山手線,各駅停車,1831,池袋・上野方面,15,0,0
中央線(快速),快速,1832,八王子,0,0,0
中央線(快速),快速,1834,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1834,渋谷・品川方面,14,0,0
山手線,各駅停車,1834,池袋・上野方面,15,0,0
中央線(快速),快速,1835,豊田,0,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1836,新木場,1,0,0
中央線(快速),通勤快速,1837,高尾,0,0,0
山手線,各駅停車,1837,渋谷・品川方面,14,0,0
山手線,各駅停車,1837,池袋・上野方面,15,0,0
中央線(快速),快速,1838,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1839,青梅,0,0,0
山手線,各駅停車,1841,渋谷・品川方面,14,0,0
山手線,各駅停車,1841,池袋・上野方面,15,0,0
中央線(快速),快速,1842,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1842,豊田,0,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1843,新木場,1,0,0
山手線,各駅停車,1844,渋谷・品川方面,14,0,0
山手線,各駅停車,1844,池袋・上野方面,15,0,0
中央本線(特急),ライナー,1845,高尾,0,0,0
中央線(快速),快速,1846,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1847,立川,0,0,0
山手線,各駅停車,1847,渋谷・品川方面,14,0,0
山手線,各駅停車,1847,池袋・上野方面,15,0,0
中央線(快速),快速,1849,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),通勤快速,1850,高尾,0,0,0
山手線,各駅停車,1850,渋谷・品川方面,14,0,0
山手線,各駅停車,1850,池袋・上野方面,15,0,0
中央線(快速),中央特快,1851,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1852,高尾,0,0,0
中央線(快速),快速,1853,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1854,渋谷・品川方面,14,0,0
山手線,各駅停車,1854,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1855,新木場,1,0,0
中央線(快速),快速,1856,青梅,0,0,0
中央線(快速),快速,1857,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1857,渋谷・品川方面,14,0,0
山手線,各駅停車,1857,池袋・上野方面,15,0,0
中央線(快速),快速,1859,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央本線(特急),特急,1900,松本,0,始発,0
山手線,各駅停車,1900,渋谷・品川方面,14,0,0
山手線,各駅停車,1900,池袋・上野方面,15,0,0
中央線(快速),快速,1901,青梅,0,0,0
山手線,各駅停車,1903,渋谷・品川方面,14,0,0
山手線,各駅停車,1903,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1903,新木場,1,0,0
中央線(快速),快速,1904,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1905,高尾,0,0,0
山手線,各駅停車,1907,渋谷・品川方面,14,0,0
山手線,各駅停車,1907,池袋・上野方面,15,0,0
中央線(快速),快速,1908,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),通勤快速,1908,大月,0,0,0
山手線,各駅停車,1910,渋谷・品川方面,14,0,0
山手線,各駅停車,1910,池袋・上野方面,15,0,0
中央線(快速),快速,1911,高尾,0,0,0
中央線(快速),快速,1912,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1913,渋谷・品川方面,14,0,0
山手線,各駅停車,1913,池袋・上野方面,15,0,0
埼京線・東京臨海高速鉄道りんかい線直通,各駅停車,1913,新木場,1,0,0
中央線(快速),青梅特快,1915,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央本線(特急),ライナー,1915,高尾,0,0,0
中央線(快速),快速,1916,青梅,0,0,0
山手線,各駅停車,1916,渋谷・品川方面,14,0,0
山手線,各駅停車,1916,池袋・上野方面,15,0,0
中央線(快速),快速,1918,東京,8,0,四ツ谷/御茶ノ水/神田/東京
中央線(快速),快速,1918,高尾,0,0,0
中央線(快速),快速,1920,東京,8,0,四ツ谷/御茶ノ水/神田/東京
山手線,各駅停車,1920,渋谷・品川方面,14,0,0
山手線,各駅停車,1920,池袋・上野方面,15,0,0
中央線(快速),快速,1921,青梅,0,0,0
